NUMBER,Genus,SPECIES,SUBSPECIES,MORPHOTYPE,HERBARIUM,COLLECTOR,COLNUMBER,COUNTRY,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMHEIGHT,STEMDIAMETER,INTERNODE,LEAFNUMBER,SHEATH,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,BASPINANG,APINLEN,APINWID,APINANG,ORDERS,PROPHYLL,PEDBRACT,DISTANCE,PEDUNCLELEN,PEDUNCLEWID,NORACHILLAE,RACHILLLEN,RACHILLWID,FRUITLEN,FRUITDIAM,STEMBRANCH,INTERNOD,INTERCOLOR,LEAFDIVI,PLICATE,BLADEBASE,PETCOLOR,VEINADAX,VENATION,INFLOBRAN,BRACTS,PROPHYLLS,PROSURFACE,RIDGED,PEDUNCBRACT,RACHSURFACE,RACHRUGOS,RACHNARROW,PITARRANG,PITINSIDE,PROXLIP,PROXRECURV,HOOD,LIPCOLOR,LIPSCUPUL,DISTALIP,PETALS,STAMFLS,STAMENNO,CONNECT,ANTHERS,GYNO,PISTFLS,STAMTUBES,STAMTUBPER,STIPITATE,CONICAL,SPLITTING,SPINY,BUMPY,OPERC,SCULPT,PORES
78,Geonoma,baculifera,,,NY,"Fernández, A. ",2673,Venezuela,4.27,4.45,62.48,-62.8,360,3.8,,,,,,23,49,4.4,,,,22,31,,32,1,,,,,2.8,5,15,2.7,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,,,,,,,,,,,
64,Geonoma,baculifera,,,NY,"Fernández, A. ",4124,Venezuela,6.5,6.83,63.52,-63.86,330,3.5,,,,,,,,,,,,,,,,1,23.5,,6.8,33.1,3.7,,4,3.1,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
40,Geonoma,baculifera,,,NY,"Fernández, A. ",7084,Venezuela,2.56,2.93,64.33,-64.55,215,3,,,,,,,,4.8,,,22.5,20,,18.5,27,1,,,,26.5,3.9,7,17.8,3.2,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,,2,1,1,,,1,,,,,,,,,
25,Geonoma,baculifera,,,NY,"Gillespie, L.",2087,Guyana,6.47,6.78,59.44,-59.73,67,5,,,,,,,,4.8,3,,16.7,19,,,,1,,,2.7,44.2,5,7,23.1,3.4,11.4,7.2,,,,2,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,,
17,Geonoma,baculifera,,,NY,"Gillespie, L.",2091,Guyana,6.47,6.78,59.44,-59.73,60,,,1.63,2,,16,,,,2,,,,,,,1,,,,20.4,2.5,5,13.5,2.9,,,,2,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
20,Geonoma,baculifera,,,NY,"Gillespie, L.",2164,Guyana,6.47,6.78,59.44,-59.73,60,1.5,,,,,,,44,3.6,3,45,11.4,28,,13,26,1,,,3,22.7,2.4,4,10.4,2.2,,,,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,,,,,,,,
24,Geonoma,baculifera,,,NY,"Gillespie, L.",2377,Guyana,6.47,6.78,58.45,-59.75,60,1.75,,,,,,,,,,,,,,,,2,,,3.1,20,3.2,8,14.5,3.1,,,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
105,Geonoma,baculifera,,,AAU,"Gottsberger, G.",12020183,Brazil,7.47,-7.78,51.07,-51.11,200,1.8,,,,,,14.5,45,3.9,3,45.5,15.5,22,,,,1,,,,,3.3,5,15,3.5,,,,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,,,,2,1,1,1,1,2,1,2,2,2,,
32,Geonoma,baculifera,,,NY,"Hallé, F. ",592,French Guian,5.15,5.25,53.45,-53.75,,2,,,,,,,,3.5,1,,,26,14,,35,1,,,2,15,2.2,3,11.6,2.6,,,,,,1,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,,1,,,,,,,,,
126,Geonoma,baculifera,,,U,"Hammel, B.",21636,Surinam,2.46,2.76,54.51,-54.85,175,,2,,,,,17,57,4.5,2,56,17,18,28,40,21,1,27,23,3.3,37.5,3.9,4,17.3,3.3,,,,,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,,,,2,1,1,1,,,,,,,,
84,Geonoma,baculifera,,,NY,"Henderson, A.",893,Venezuela,2.01,2.02,65.07,-56.12,228,,1.5,,,,,,74,5,3,61.5,21,13,30.5,13.5,20,1,24.2,,2.9,38.5,4.1,6,21.5,3.5,10.3,6.8,2,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
86,Geonoma,baculifera,,,NY,"Henderson, A.",996,Venezuela,2.01,2.02,65.07,-65.12,228,,1.3,,,8,,12,39.5,4,1,,,17,28.5,,26,1,12.7,,,17.4,3.6,3,22,4.1,,,2,,,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
26,Geonoma,baculifera,,,NY,"Henkel, T.",500,Guyana,6.3,6.5,58.39,-58.65,7,1.5,,,,,,,,,,,,,,,,1,,,2.2,20.6,2.1,4,16,2.8,11.5,8.2,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
30,Geonoma,baculifera,,,NY,"Henkel, T.",4701,Guyana,1.22,1.36,58.42,-58.7,250,1.5,,1.6,1.4,,,,54,,1,,,,,,30,1,,,,31.5,3.1,5,16,2.9,10.3,7.9,,2,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
23,Geonoma,baculifera,,,NY,"Hoffman, B.",3686,Guyana,3.21,3.35,59.3,-59.5,130,,,,,,,,,,,,,,,,,1,,,,,2.6,5,12.5,2.6,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,,,,,,,,
41,Geonoma,baculifera,,,NY,"Irwin, H.",47714,Brazil,2.53,2.88,52.22,-52.36,,2,,1.83,4.45,,,,,,1,,,,,,,,,,,29,6.4,,,3.6,12.5,8.9,,2,1,1,1,1,2,1,2,,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
79,Geonoma,baculifera,,,NY,"Irwin, H.",55587,Surinam,3.31,3.52,56.3,-56.5,225,4,,1.36,5.5,10,,,62,3.1,2,55,20.5,20,31,32.5,24,1,,,,,5.6,6,,4.2,,,,2,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
67,Geonoma,baculifera,,,NY,"Jangoux, J.",1615,Brazil,1.5,1.83,55.05,-55.08,,3,,,,,,,,,,,,,,,28,1,,,3.8,33,5,6,15.5,3.5,9.5,7.9,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
7,Geonoma,baculifera,,,NY,"Jansen-Jacobs, M.",1508,Guyana,1.39,1.65,58.37,-58.61,365,3,2,,,,,30,60,,6,,,,,,,1,,,,,6.5,7,25.7,3.9,,,,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,,,,,,,,,,
37,Geonoma,baculifera,,,NY,"Jansen-Jacobs, M.",2386,Guyana,2.1,2.16,59.15,-59.25,200,2.5,1,,,,,,,,,,,19,39.5,13.6,22,1,,,2.7,38.2,5,7,18,3,12.2,9.4,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
55,Geonoma,baculifera,,,NY,"Jansen-Jacobs, M.",2946,Guyana,2.05,2.08,59.15,-59.25,200,2,,,,,,,,5.3,,42.5,11.7,21,,,,1,,,,,4.4,5,12.2,3.7,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
92,Geonoma,baculifera,,,US,"Killip, E.",37437,Venezuela,5.45,5.75,63.5,-63.83,280,,1.5,,,,,,54,4.2,1,,,12,27,,26,1,,,,,3.6,7,15.3,2.9,,,,,,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Geonoma,baculifera,,,NY,"Knab-Vispo, C.",531,Venezuela,6.35,6.58,64.45,-64.75,80,2,,1.53,9.3,,,,,4.7,,56,17.2,25,36.5,27.2,27,1,,,,,4.1,7,17,3.6,11.4,7.5,,2,1,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,,
97,Geonoma,baculifera,,,US,"Kress, J.",913251,Venezuela,2.47,2.78,65.12,-65.2,100,2,,,,,,,,,,,,,23.7,,27,1,,,,,4.2,6,18.8,3.2,11.1,8,2,,,,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,,
42,Geonoma,baculifera,,,NY,"Krukoff, B.",6082,Brazil,7.3,-7.5,63.01,-63.02,,,,,,,,,,,3,,14,19,,,,1,,,,,5.9,5,18.5,3.8,,,,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,,,,,,,,,
59,Geonoma,baculifera,,,NY,"Liesner, R.",13999,Venezuela,6.14,6.23,64.23,-64.38,,1.5,,,,,,,,,,,,,,,26,1,23.3,,,37.8,4,5,12.7,3.3,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
58,Geonoma,baculifera,,,NY,"Liesner, R.",19594,Venezuela,4.3,4.5,61.4,-61.66,725,1.5,,,,,,,46.5,2.7,1,,,20,27.5,,20,1,,,7,42,4,7,13,3.6,,,,,,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
46,Geonoma,baculifera,,,NY,"Lindeman, J.",4184,Surinam,5.25,5.42,54.59,-54.98,,2.5,1.7,,,,,,,,,,,,,,,1,21,,,24,4.4,5,14.5,2.7,,,,,1,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,,2,1,1,,,1,,,,,,,,,
52,Geonoma,baculifera,,,NY,"Listabarth, C.",12240594,Venezuela,3.1,3.16,65.33,-65.55,,2,,,,6,,,,,,,,,,21,25,1,32,,,39.5,3.3,5,15.4,3.5,11.5,8.3,2,,,,1,1,2,1,2,2,,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,,,,2,1,1,1,1,2,1,2,2,2,,
47,Geonoma,baculifera,,,NY,"Maguire, B.",24094,Surinam,4.47,4.78,55.33,-55.55,,,,,,,,,74,3.2,1,,,15,34,,23,1,,,,,3,8,16.5,3,11.8,7.6,,,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,,
45,Geonoma,baculifera,,,NY,"Maguire, B.",24154,Surinam,5.48,5.8,55.55,-55.92,,,,,,,,,50.5,4,1,,,22,28,,26,1,,,3.5,35.7,5.1,6,20,3.9,10.1,7.8,,,,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,,
63,Geonoma,baculifera,,,NY,"Maguire, B.",46740,Venezuela,6.01,6.02,61.27,-61.45,,4,,,,,,,49.5,5,1,,,15,32,,22,1,,,,40,3.3,5,14.5,2.6,10.8,8,,,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
83,Geonoma,baculifera,,,NY,"Milliken, W.",460,Brazil,3.29,3.48,61.46,-61.76,,2,,,,11,,24,60,5,1,,,20,30,,23,1,,,1.8,28.5,3.8,5,13.2,2.6,10,8.3,,,,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
9,Geonoma,baculifera,,,NY,"Mori, S.",8628,Surinam,3.06,3.1,56.28,-56.47,,1.5,,1.52,4,,,,,,,,19,19,,,,,,,4.2,36.5,3.8,6,,3.2,10.2,7.5,,2,1,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
39,Geonoma,baculifera,,,NY,"Mutchnick, P. ",844,Guyana,4.17,4.28,58.3,-58.5,50,,,,,,,,,,,,,,,,,1,,,,,3.8,5,12.7,3.4,10.7,7.7,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
38,Geonoma,baculifera,,,NY,"Mutchnick, P. ",1064,Guyana,4.55,4.92,57.47,-57.78,50,2,,,,,,,,,,,,17,,,,1,,,1.7,34,2.5,5,12,2.5,9.1,6.6,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
66,Geonoma,baculifera,,,NY,"Plowman, T.",9586,Brazil,3.52,-3.86,49.44,-49.73,90,3.5,,,,,,,50,4.3,4,50,15.5,21,,15.3,20,1,,,1.5,21.5,4,5,21,3.4,10.5,7.8,,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
60,Geonoma,baculifera,,,NY,"Plowman, T.",12235,Brazil,1.51,-1.85,65.36,-65.6,,2,,1.5,3,,,,80,5.2,10,,6.7,17,,22,24,1,,,,,4.9,7,31,3.1,,,,2,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,,2,1,1,,,1,,,,,,,,,
28,Geonoma,baculifera,,,NY,"Prance, G.",1598,Brazil,2.41,-2.68,50.44,-50.73,,2,,,,,,,46,3.6,1,,,19,25.5,,28,1,,,,,3.8,5,17,3.2,12.3,8.6,,,,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
73,Geonoma,baculifera,,,NY,"Prance, G.",1675,Brazil,1.5,-1.83,46.2,-46.33,,1,,1.53,1.9,,,6.5,52,4.7,3,54,15,16,25.5,20.5,28,1,,,1.4,26,3.3,5,16.8,3,10.5,7.6,,2,1,2,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
14,Geonoma,baculifera,,,NY,"Prance, G.",9362,Brazil,2.26,2.43,60.12,-60.2,,1,,1.51,5,8,,,,,,,,19,,,,1,,,,,3.8,7,20.5,2.6,,,,2,1,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
53,Geonoma,baculifera,,,NY,"Prévost, M. ",2417,French Guian,2.2,2.33,53.12,-53.2,,,,,,,,,,3.8,3,,,18,,,,1,,,2.1,29.5,3.7,5,15,2.7,,,,,,2,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,2,2,,,,2,1,1,1,,,,,,,,
81,Geonoma,baculifera,,,NY,"Rabelo, B.",1861,Brazil,0.4,0.68,51.25,-51.53,,3,,,,,,,,,,,,,20.5,14.3,27,1,,,,,3.7,6,20.5,3.5,10.5,8.4,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
22,Geonoma,baculifera,,,NY,"Revilla, J.",8376,Brazil,3.42,-3.7,49.42,-49.7,,6,,,,,,,,,,,,,,,,2,,,2,25,4.8,11,15.5,3.4,10.7,8,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,1,2
131,Geonoma,baculifera,,,NY,"Roncal, J.",400,French Guian,4.02,4.03,52.4,-52.66,25,2.5,1.29,1.76,4,11,20.5,28,66.5,2.8,3,76,25.5,17,34.3,17.4,24,1,29.7,31,1.2,34.3,3.8,7,19,2.7,,,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,,,,2,1,1,1,,,,,,,,
27,Geonoma,baculifera,,,NY,"Salaroli, S.",11,Venezuela,2.26,2.43,64.55,-64.92,175,1.7,,,,,,,,,,,,,,,,1,,,,30.9,3.8,4,15,2.7,9.4,6.9,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
36,Geonoma,baculifera,,,NY,"Sastre, C.",115,Brazil,1.3,-1.5,47.3,-47.5,,,,,,,,,,,,,,,,,,1,,,,30,3.9,5,22.3,3,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,,,,,,,,,,,
33,Geonoma,baculifera,,,NY,"Smith, A.",2770,Guyana,1.35,1.58,59,-59,,,,,,,,15.5,51.5,6.7,1,,,28,30,,24,1,15.4,,1.9,21.4,4.6,5,19.2,3.5,,,,,,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,,,,,,,,
54,Geonoma,baculifera,,,NY,"Stergios, B.",13227,Venezuela,2.38,2.63,66.19,-66.32,,,,,,,,,,,,,,25,,,,1,,,,,3.9,5,18.5,2.9,,,,,1,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,,,,,,,,
11,Geonoma,baculifera,,,NY,"Steyermark, J.",90576,Venezuela,4.02,4.03,63.03,-63.05,525,,,,,,,,,,,,,,28,14,25,1,33,,,,3.6,6,20.4,4,,,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,,1,,,,,,,,,
85,Geonoma,baculifera,,,NY,"Strudwick, J.",5007,Brazil,0.58,-0.98,49.57,-49.95,,,1.2,,,7,14,10,45,3.9,3,45,12,22,25.5,17,23,1,,,,24,2.8,5,18,2.8,,,2,,,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
10,Geonoma,baculifera,,,NY,"Tate, G.",166,Venezuela,2,2,66.45,-66.75,,,,,,,,,,,,,,,32.3,,27,1,,,,,8.4,10,30,4.2,,,,,,,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
82,Geonoma,baculifera,,,NY,"Wessels Boer, J.",176,Surinam,5.15,5.25,56.04,-56.06,,,1,,,,,,63,5.1,3,60.5,19.5,16,27.2,19.5,23,1,16.4,23,1.6,25.8,4.7,7,15,3.3,,,,,,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,,1,,,,,,,,,
80,Geonoma,baculifera,,,NY,"Wessels Boer, J.",278,Surinam,5.27,5.45,55.12,-55.2,,,,,,,,11,48,5,3,47.5,13.2,28,27.5,15.7,27,1,,,2,29,4.3,6,12.5,3.5,,,,,,2,1,1,2,1,2,2,,,,,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,,,,,,,,
56,Geonoma,baculifera,,,NY,"Wessels Boer, J.",325,Surinam,5.09,5.15,56.29,-56.48,,,2.5,1.51,3.8,,,,61,3.3,3,,,21,26.5,17,22,1,,,,,3.2,4,17.5,3.4,,,2,2,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,,,,,,,,
74,Geonoma,baculifera,,,NY,"Wessels Boer, J.",335,Surinam,5.09,5.15,56.29,-56.48,,,,1.34,4.3,11,,21.5,58,4,1,,,20,27,,23,1,,,,,4.1,6,15,4,11,6.5,2,2,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
68,Geonoma,baculifera,,,NY,"Wessels Boer, J.",349,Surinam,5.2,5.33,56.27,-56.45,,,2,1.42,3,,,,45,2.6,9,42,7.5,25,23,12.5,27,1,18,,2.8,23,2.3,4,12.5,2.6,,,2,2,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,,,,,,,,,,,
65,Geonoma,baculifera,,,NY,"Wessels Boer, J.",388,Surinam,,,,,,,2,,,,,,,,,,,,31,,24,1,,,1.8,24.3,4.9,6,17.5,3.3,11.3,7.9,,,,,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,,2,,,,2,1,1,1,1,2,1,2,2,2,,
72,Geonoma,baculifera,,,NY,"Wessels Boer, J.",942,Surinam,,,,,,,1.7,1.44,2.7,8,17,,53,4.6,1,,,20,32,,27,1,,,,,4.1,6,12.5,2.8,,,,2,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,,,,,,,,,,,
94,Geonoma,baculifera,,,US,"Williams, L.",15198,Venezuela,3.1,3.16,65.49,-65.82,121,,1.5,,,,,,55.5,4.4,2,72,33,22,,16.8,23,1,,,,,3.4,6,,3.4,9.1,7.8,,,,2,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,,
27,Geonoma,bernalii,,,NY,"Bernal, R.",1399,Colombia,6.05,6.08,75,-75,1200,,1.5,0.46,2.3,8,6.5,9.5,12.5,1.3,3,9,1.2,44,6,4.2,38,1,4.8,,,6.4,1.6,3,4.4,1.5,6,6.2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,4,2,2,1,2,1,2,2,2,2,2,1,1,,,1,,2,2,1,2,2,1,1,1
28,Geonoma,bernalii,,,NY,"Callejas, R.",3410,Colombia,6.07,6.11,75.02,-75.03,1010,1.25,,0.46,1,,6,2,14.1,1.9,3,10.5,1.6,37,8,6.2,33,1,5.7,4.5,0.6,6.7,1.4,4,4.1,1.1,,,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,4,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,,,,,,,,
5,Geonoma,braunii,,,NY,"Meier, W. ",5183,Venezuela,10.14,10.23,68.29,-68.48,1125,,,,,,,22,28,1.9,4,24.5,3,30,17,9.5,21,2,,,0.3,14.5,2.8,,6,0.8,6.8,6.1,2,,,2,1,1,2,2,2,2,,,,,,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,2,2,,2,2,2,1,2,1,1,1,1
83,Geonoma,braunii,,,NY,"Meier, W. ",9718,Venezuela,10.14,10.23,68.37,-68.61,1050,,,0.98,0.4,,,,,1.9,3,22,3,34,,,,3,,,0.2,6,3.2,,6.5,0.9,6.5,5.1,,1,1,2,1,1,2,2,2,2,,,,,,2,2,1,4,2,2,1,2,1,2,2,2,2,2,1,1,,,1,,2,2,1,2,1,1,,
7,Geonoma,braunii,,,NY,"Stauffer, F.",266,Venezuela,10.12,10.2,68.37,-68.61,1250,,,0.89,0.4,10,6.5,,23,2.4,3,21.5,3.2,41,14,7.5,26,2,6.1,5.8,0.1,10.2,3.1,26,8.5,1,,,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,2,2,,2,2,2,1,2,1,1,,
50,Geonoma,braunii,,,BH,"Steyermark, J.",97668,Venezuela,10.12,10.2,68.33,-68.56,1280,,2,,,,,11.5,23.8,2.6,2,,4,28,16,15,24,,,,,,,,,,,,,,,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Geonoma,braunii,,,BH,"Steyermark, J.",100313,Venezuela,10.09,10.15,68.33,-68.56,1300,,1.5,1.05,0.3,13,,,32,1.6,2,33,5.8,42,21.8,17.8,18,3,,,0.3,13,4.6,,7.5,0.8,8.1,6.9,2,1,,2,1,1,2,2,2,2,,,,,,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,2,2,,2,2,2,1,2,1,1,,
46,Geonoma,braunii,,,BH,"Steyermark, J.",106230,Venezuela,10.11,10.18,68.28,-68.48,1230,,2.5,0.77,2.1,,,12.5,18.5,1.7,3,17.5,3.1,40,15,7.5,24,,,,0.2,11.9,2.2,,6,0.7,,,,2,1,2,1,1,2,2,2,2,,,,,,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,,,,,,,,,,,1,1
47,Geonoma,braunii,,,BH,"Steyermark, J.",106805,Venezuela,10.11,10.18,68.28,-68.48,1200,2.5,,,,,,15.5,18.3,1.4,2,27.5,10.5,53,14.5,6.5,28,3,,,0.1,13.7,2.6,22,6.5,0.7,8.1,6,,,1,2,1,1,2,2,2,2,,,,,1,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,2,2,,2,2,2,1,2,1,1,,
2,Geonoma,braunii,,,US,"Steyermark, J.",123796,Venezuela,10.15,10.25,68.29,-68.48,1045,,2,1.07,1,,,8,21,2.8,2,28,,30,13.5,8.3,28,2,4.5,,0.4,7,3.4,,7,0.9,,,1,1,1,2,1,1,2,2,2,2,2,1,2,2,,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,2,2,,2,,,,,,,,
8,Geonoma,braunii,,,NY,"Wessels Boer, J.",2038,Venezuela,10.15,10.25,68.35,-68.58,1250,1.5,,1.19,1.7,13,,,18.4,2.2,1,,,21,15.5,,26,3,,,0.2,8.2,5.3,,8.2,0.7,,,2,2,1,1,1,1,2,2,2,2,,,,,,2,2,1,4,2,2,1,2,1,2,2,2,2,,,,2,2,,2,,,,,,,,
643,Geonoma,brenesii,,,F,"Barringer, K.",2541,Costa Rica,10.12,10.2,84.32,-84.53,1150,,,,,,,,28,3.3,3,30,5,37,,11.5,31,0,,,,,2.6,1,13.3,5,,,,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,,,,,,,,,,,,
627,Geonoma,brenesii,,,CR,"Barringer, K.",4001,Costa Rica,10.02,10.03,83.59,-83.98,1450,,,,,,,,,3.1,,,2,50,,,,0,14.5,,,20,2.3,1,10.5,3.4,,,,,,2,1,1,2,1,2,1,1,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
645,Geonoma,brenesii,,,F,"Brenes, A.",4473,Costa Rica,10.08,10.13,84.31,-84.51,1100,,,,,,,,26,2.2,3,25.5,4,46,16.5,10,25,0,,,,,1.9,1,13,3.6,,,,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,2,,,,,,,,,,,,,,,
