"measurementID","measurementDeterminedBy","basisOfRecord","references"
162,"Rabelo","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
163,"Folli","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
164,"Strudwick","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
165,"Dressler","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
166,"Ceron","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
167,"Triana","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
168,"Sanchez","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
169,"Urrego","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
170,"Arias","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
171,"Vasquez","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
172,"Torres","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
173,"Castro","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
174,"Froes","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
175,"Kress","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
176,"Galeano, M.","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
177,"Zarucchi","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
178,"Mutchnick","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
179,"Pinard","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
180,"Scariot","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
181,"Buscalioni","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
182,"Evans","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
183,"Davis","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
184,"Maguire","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
185,"Rusby","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
186,"Cardenas","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
187,"Omawale","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
188,"Milliken","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
189,"Jansen-Jacob","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
190,"Fernandez","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
191,"Guillen","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
192,"Anon","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
193,"Cabrera","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
194,"Jenman","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
195,"Groger","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
196,"Clarke","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
197,"Beltran","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
198,"Morillo","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
199,"Davidse","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
200,"Diaz","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
201,"Gutierrez","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
202,"Renteria","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
203,"Jara","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
204,"Scolnik","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
205,"Borges","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
206,"Lima","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
207,"Philcox","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
208,"Boom","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
209,"Sperling","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
210,"Lleras","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
211,"Torke","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
212,"Killeen","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
213,"Hopkins","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
214,"Solomon","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
215,"Balee","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
216,"Spruce","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
217,"Huber","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
218,"Montenegro","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
219,"Cuello","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
220,"La Rotta","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
221,"Berry","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
222,"Franco","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
223,"Londono","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
224,"Knapp","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
225,"Klug","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
226,"Hoffman","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
227,"Sagot","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
228,"Poncy","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
229,"Saldias","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
230,"Grégoire","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
231,"Vargas","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
232,"Reis","PreservedSpecimen","Henderson, A. (2020a). A revision of Attalea (Arecaceae, Arecoideae, Cocoseae, Attaleinae). Phytotaxa, 444(1), 1-76."
233,"E. Brunig","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
234,"J. Dransfield","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
235,"H. Moore","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
236,"P. Tomlinson","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
237,"A. Tiggi","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
238,"J. Anderson","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
239,"Anonymous","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
240,"H. Ridley","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
241,"W. Baker","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
242,"M. Coode","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
243,"Ilias Pa'ie","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
244,"P. Ashton","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
245,"Dayang Awa","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
246,"Othman","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
247,"K. Wong","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
248,"Saw L. G.","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
249,"P. Richards","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
250,"I. Said","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
251,"M. Stockdale","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
252,"C. Phengkhlai","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
253,"D. Hurlburt","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
254,"R. Pooma","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
255,"J. Maxwell","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
256,"S. Dransfield","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
257,"A. Kerr","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
258,"A. Barfod","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
259,"C. Thorel","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
260,"E. Poilane","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
261,"K. Sengdala","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
262,"W. Koelz","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
263,"A. Henderson","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
264,"Du Long Jiang","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
265,"A. Grierson","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
266,"F. Kingdon-Ward","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
267,"D. Hodel","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
268,"Qing Hai and Tibet team","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
269,"Exped. Qinghai-Xizang","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
270,"","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
271,"L. Fea","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
272,"W. Griffith","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
273,"C. W. Wang","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
274,"J. Hooker","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
275,"C. Renuka","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
276,"P. Y. Mao","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
277,"C. Verstergh","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
278,"C. Versteegh","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
279,"S. Koorders","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
280,"J. Afriastini","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
281,"Kobus","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
282,"O. Kuntze","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
283,"A. Baja-Lapis","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
284,"E. Fernando","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
285,"S. Ponce","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
286,"M. Ramos","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
287,"K. M. Feng","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
288,"F. G. Mei","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
289,"Tsoong Pu-gin","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
290,"Wen San group","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
